データコード,MD02'MAM1NAM2M2MO,MD02'MAM1NAM3M3MO,MD02'MAM1NAM3M1MO,MD02'MAM1NAM3CCMO,MD02'MAM1NAM3DMMO,MD02'MAM1NAM3DMEP,MD02'MAM1NAM3DMPN,MD02'MAM1NAM3QMMO,MD02'MAM1NAM3QMEP,MD02'MAM1NAM3QMPN,MD02'MAM1NAM3CDMO,MD02'MAM1NAM3CDEP,MD02'MAM1NAM3CDPN,MD02'MAM1NABLBLMO,MD02'MAM1NABLPTMO,MD02'MAM1NABLITMO,MD02'MAM1NABLBDMO,MD02'MAM1NABLSBMO,MD02'MAM1NABLCPMO,MD02'MAM1NABLGSMO,MD02'MAM1NABLFBMO,MD02'MAM1XABLBLMO,MD02'MAM1XAM2M2MO,MD02'MAM1XAM3M3MO,MD02'MAM1XAM3M1MO,MD02'MAM1XAM3CCMO,MD02'MAM1XAM3DMMO,MD02'MAM1XAM3QMMO,MD02'MAM1NEM3M3MO,MD02'MAM1NEM3M1MO,MD02'MAM1NEM3CCMO,MD02'MAM1NEM3DMMO,MD02'MAM1NEM3DMEP,MD02'MAM1NEM3DMPN,MD02'MAM1NEM3QMMO,MD02'MAM1NEM3QMEP,MD02'MAM1NEM3QMPN,MD02'MAM1NEM3CDMO,MD02'MAM1NEM3CDEP,MD02'MAM1NEM3CDPN,MD02'MAM1XEM3M3MO,MD02'MAM1XEM3M1MO
系列名称,"Ｍ２／平／マネーストック","Ｍ３／平／マネーストック","＿Ｍ１／平／マネーストック","＿＿現金通貨／平／マネーストック","＿＿預金通貨／平／マネーストック","＿＿＿一般法人・預金通貨／平／マネーストック","＿＿＿個人・預金通貨／平／マネーストック","＿準通貨／平／マネーストック","＿＿＿一般法人・準通貨／平／マネーストック","＿＿＿個人・準通貨／平／マネーストック","＿ＣＤ／平／マネーストック","＿＿＿一般法人・ＣＤ／平／マネーストック","＿＿＿個人・ＣＤ／平／マネーストック","広義流動性／平／マネーストック","＿金銭の信託／平／マネーストック","＿投資信託／平／マネーストック","＿金融債／平／マネーストック","＿銀行発行普通社債／平／マネーストック","＿金融機関発行ＣＰ／平／マネーストック","＿国債／平／マネーストック","＿外債／平／マネーストック","広義流動性／平／季／マネーストック","Ｍ２／平／季／マネーストック","Ｍ３／平／季／マネーストック","＿Ｍ１／平／季／マネーストック","＿＿現金通貨／平／季／マネーストック","＿＿預金通貨／平／季／マネーストック","＿準通貨／平／季／マネーストック","Ｍ３／末／マネーストック","＿Ｍ１／末／マネーストック","＿＿現金通貨／末／マネーストック","＿＿預金通貨／末／マネーストック","＿＿＿一般法人・預金通貨／末／マネーストック","＿＿＿個人・預金通貨／末／マネーストック","＿準通貨／末／マネーストック","＿＿＿一般法人・準通貨／末／マネーストック","＿＿＿個人・準通貨／末／マネーストック","＿ＣＤ／末／マネーストック","＿＿＿一般法人・ＣＤ／末／マネーストック","＿＿＿個人・ＣＤ／末／マネーストック","Ｍ３／末／季／マネーストック","＿Ｍ１／末／季／マネーストック"
2015/03,8943131,12093214,6085831,851957,5233874,1479827,3607226,5655007,851513,4671382,352376,215625,387,16206296,2440824,925634,27801,13139,7431,338258,359995,16292056,8978276,12135867,6085232,849457,5236192,5680498,12204522,6262034,853540,5408494,1607916,3612193,5639270,850559,4663737,303218,183945,396,12202590,6202024
2015/04,9040704,12191441,6178161,853669,5324492,1522869,3639977,5662442,870284,4662762,350838,219428,387,16416722,2547521,939524,28553,12312,8874,330552,357945,16386530,8998170,12156619,6100648,852948,5247192,5696040,12270503,6288606,865392,5423214,1608102,3665057,5656781,862116,4664811,325116,208347,385,12218834,6209419
2015/05,9070027,12215160,6201155,857156,5343999,1553860,3633398,5666861,867688,4663943,347144,226778,383,16550874,2652405,949241,28304,12016,9569,322596,361583,16496274,9036166,12193415,6134933,858628,5276669,5689211,12278548,6291910,860768,5431142,1613175,3632079,5666929,861098,4660532,319709,211074,394,12257079,6187171
2015/06,9090087,12244585,6185020,856243,5328777,1500967,3653237,5688065,857816,4664505,371500,216122,394,16594171,2656701,958370,28450,12105,9686,320112,364162,16529876,9052933,12211290,6151814,862925,5289012,5691418,12347603,6326091,866593,5459498,1597297,3710531,5682282,835253,4671601,339230,191422,394,12291144,6273814
2015/07,9102447,12271255,6185561,866576,5318985,1478919,3695314,5707854,854685,4673917,377840,219949,399,16621732,2663573,958855,28795,11799,9729,313923,363803,16571591,9081265,12242014,6174604,868244,5306488,5693959,12319249,6231294,872544,5358750,1536286,3679122,5719538,859920,4676883,368417,207920,397,12330467,6288800
2015/08,9112081,12281934,6181187,870557,5310630,1485255,3686816,5721021,862543,4676775,379726,220556,395,16634170,2672661,959654,29269,11528,9115,309075,360934,16617969,9120700,12281755,6206450,872538,5333642,5698037,12312558,6234229,874236,5359993,1518656,3696207,5722571,864208,4678841,355758,209796,394,12341920,6305340
2015/09,9096904,12263554,6170147,872119,5298028,1481108,3664525,5714018,863439,4670401,379389,222607,394,16612735,2674991,962715,30012,11522,9052,308583,352306,16630960,9124835,12290745,6220775,879080,5341917,5696275,12308646,6285965,874238,5411727,1609593,3657047,5686470,848147,4664557,336211,201060,404,12358060,6350662
2015/10,9105777,12273462,6202103,878248,5323855,1509268,3682952,5695163,868528,4657049,376196,236980,399,16619897,2680900,961409,29858,12011,9138,304161,348958,16656786,9143451,12311261,6246164,884305,5361943,5688451,12361255,6306119,889758,5416361,1582784,3714648,5687144,869663,4651066,367992,231837,398,12373862,6343112
2015/11,9145928,12313182,6221647,884439,5337208,1520356,3681530,5696700,878236,4646606,394835,245853,394,16658868,2684883,960059,29770,12561,8001,299550,350862,16678889,9160370,12331024,6263254,889281,5374001,5688464,12365284,6305015,891500,5413515,1580941,3674735,5682697,866607,4644289,377572,225954,391,12396583,6384509
2015/12,9206476,12386000,6305980,907862,5398118,1516325,3743643,5688621,863774,4654468,391399,238743,392,16730699,2681390,964659,29969,12641,8627,297204,350209,16705278,9183277,12356694,6285179,893827,5391095,5686811,12510086,6449094,935586,5513508,1603596,3776528,5693053,857091,4666230,367939,226872,375,12452976,6407258
2016/01,9226554,12411437,6311912,910020,5401892,1526248,3740695,5706947,872075,4666252,392578,247639,375,16751592,2681255,966536,30479,12393,8846,289920,350726,16738305,9210327,12387352,6312057,898122,5413265,5695196,12434650,6357801,909453,5448348,1587145,3731643,5709457,876293,4666004,367392,227516,375,12447038,6337231
2016/02,9183408,12367839,6304091,902929,5401162,1533274,3733288,5698975,876047,4660594,364773,231948,374,16680094,2675925,959963,30240,12021,8976,280685,344445,16761389,9231531,12413243,6356092,902287,5453289,5692656,12431649,6433247,912002,5521245,1611368,3756184,5682139,870183,4656047,316263,197365,371,12479665,6480059
2016/03,9214352,12393702,6413357,908995,5504362,1611024,3731575,5655753,869089,4641173,324592,207691,362,16682740,2667962,959073,30258,11968,6514,273858,339405,16773198,9257470,12444526,6420164,906331,5514011,5681128,12521931,6631688,911334,5720354,1770341,3741011,5616645,852995,4629444,273598,178857,360,12530600,6578825
2016/04,9337483,12520875,6591042,911885,5679157,1728525,3764363,5629458,864340,4625467,300375,198072,353,16807156,2667581,967286,30784,11652,4491,265997,338490,16783660,9297954,12488813,6511289,911146,5599999,5666902,12628227,6709410,927768,5781642,1822381,3801094,5635378,868630,4624276,283439,187119,292,12531800,6584308
2016/05,9368340,12555159,6620864,911632,5709232,1778354,3754846,5635979,868775,4619695,298316,201025,286,16834631,2667593,967062,31146,11272,3664,258396,340339,16783797,9329253,12527175,6547351,913222,5634784,5659512,12582421,6660000,908726,5751274,1775459,3744468,5636039,862615,4616239,286382,194459,278,12603045,6663490
2016/06,9394599,12594721,6623091,908758,5714333,1730047,3777106,5644905,856942,4613754,326725,196726,278,16852120,2661114,960672,31332,11216,3296,251952,337817,16793773,9356996,12561027,6586150,915564,5670654,5649802,12679994,6750845,917737,5833108,1806535,3841760,5633772,838844,4612119,295377,171109,278,12625093,6698736
2016/07,9404959,12623788,6651193,917462,5733731,1727030,3829994,5649970,848860,4616135,322625,190917,275,16860031,2657499,956507,31676,10750,2695,246149,330967,16812241,9382134,12592506,6634965,918987,5716001,5638646,12687623,6719331,926520,5792811,1794850,3831836,5653807,850129,4617609,314485,181565,271,12651525,6662591
2016/08,9399942,12621687,6647099,919504,5727595,1726441,3833164,5652986,854729,4612248,321602,189006,271,16860830,2659476,954989,31816,10211,4314,243903,334434,16843194,9407095,12620385,6671646,921426,5749952,5630316,12655949,6701799,921082,5780717,1759914,3852750,5651045,856477,4610279,303105,178932,270,12690063,6772694
2016/09,9407430,12625523,6656996,917500,5739496,1738071,3829640,5644117,858170,4601763,324410,189211,269,16867679,2657875,963442,32137,9937,4531,242619,331615,16880944,9432936,12650211,6707747,924385,5783597,5625518,12658468,6740076,920668,5819408,1837744,3823493,5623817,847960,4595697,294575,176659,270,12710360,6811710
2016/10,9429381,12649217,6713560,921598,5791962,1791090,3850322,5623086,858665,4588261,312571,193488,271,16887476,2655245,964609,32750,9541,5220,238994,331900,16917921,9464033,12684703,6756862,927528,5829376,5614745,12706555,6786882,928408,5858474,1830206,3880879,5616117,859585,4583261,303556,187043,271,12745961,6855688
2016/11,9494509,12716022,6764869,924857,5840012,1817223,3860106,5622412,866041,4577738,328741,196603,270,16965246,2658121,961564,32769,9450,5335,236633,345352,16979013,9504323,12730275,6805959,929979,5875966,5610268,12767598,6848027,930440,5917587,1874824,3859976,5605654,853369,4572704,313917,183128,270,12803209,6926388
2016/12,9563427,12800804,6878435,948062,5930373,1813537,3950558,5605814,851660,4577760,316555,183040,267,17075725,2675901,964553,32732,9721,6036,234823,351155,17049797,9542221,12773429,6862477,934358,5928139,5601153,12907266,7012352,973009,6039343,1887651,3994747,5597573,838084,4584298,297341,168492,265,12813672,6930462
2017/01,9590487,12833922,6912194,949567,5962627,1832927,3968639,5605139,851689,4580782,316589,184589,265,17115663,2694327,963052,33344,9436,6047,232966,342569,17104303,9577934,12813485,6914745,938032,5976637,5593738,12821810,6913018,944139,5968879,1843457,3964748,5600538,854330,4577080,308254,179768,263,12880442,7012847
2017/02,9561292,12803148,6900633,943034,5957599,1820186,3982308,5591193,857373,4569401,311322,185617,263,17074929,2697454,959660,33725,9223,5563,233856,332300,17159173,9616421,12855602,6960395,942261,6017976,5585634,12862559,6996959,952042,6044917,1861447,4014269,5574683,852376,4564875,290917,173823,265,12922948,7064590
2017/03,9597629,12832462,6972738,949163,6023575,1860254,3989920,5553848,853405,4551613,305876,189662,265,17100366,2696076,956283,34253,9553,5298,237043,329398,17194903,9648026,12890574,6988587,946543,6042073,5580123,12926098,7127030,951732,6175298,1966000,3997092,5516828,837051,4540112,282240,180723,267,12944885,7078895
2017/04,9702896,12938605,7101689,950455,6151234,1937114,4022860,5532890,855502,4535775,304026,193259,267,17250478,2739776,951938,35024,9417,3942,238103,333673,17231210,9665662,12908079,7019766,949612,6070334,5573483,13034816,7205839,964428,6241411,2018742,4059757,5542364,863002,4535599,286613,184459,266,12925904,6995001
2017/05,9723663,12961343,7124084,952054,6172030,1968727,4020139,5544299,864723,4531062,292960,191024,266,17327674,2790198,949685,35390,9025,5925,236646,339462,17277008,9679642,12926790,7043311,953645,6090452,5569240,12972196,7146160,949832,6196328,1953451,4011540,5547140,862107,4527036,278896,178275,267,12994113,7138360
2017/06,9763583,13013826,7129497,950478,6179019,1916426,4049519,5561526,860994,4528632,322803,189673,275,17384369,2790124,950441,35229,9150,4341,236425,344833,17330083,9723476,12977170,7087749,956974,6130333,5568010,13100050,7244496,960600,6283896,1978943,4119301,5553140,839471,4532686,302414,172058,282,13043868,7188065
2017/07,9781486,13047848,7150693,959053,6191640,1901308,4109025,5573861,859160,4531041,323294,186415,279,17440744,2804432,952268,35587,9200,8106,236168,347135,17390289,9755603,13013112,7129933,960394,6169224,5563321,13061984,7165579,962745,6202834,1920627,4102525,5581092,864263,4530989,315313,178318,270,13060417,7212530
2017/08,9776216,13045399,7142856,962492,6180364,1888730,4118257,5582229,870197,4526198,320314,183785,266,17454006,2821309,950951,35771,9024,4105,236695,350752,17433885,9780645,13042209,7165977,964219,6201520,5558749,13076646,7201288,963681,6237607,1914834,4140353,5574755,868037,4523695,300603,176280,265,13104231,7273876
2017/09,9788225,13057024,7166146,960605,6205541,1906880,4116547,5568566,869621,4516396,322312,186459,266,17468839,2818151,950821,35760,8992,3672,237939,356480,17475907,9808524,13076773,7212333,967200,6245228,5549346,13111925,7273670,966287,6307383,2019616,4122611,5541754,851616,4509597,296501,174745,267,13124455,7309284
2017/10,9813059,13083945,7217045,965326,6251719,1947075,4145087,5555250,874734,4503505,311650,189541,267,17501627,2819366,953330,35898,8282,3683,238081,359042,17523950,9843244,13116276,7258764,971257,6287474,5543732,13142674,7288368,971424,6316944,1985847,4176307,5549355,877481,4498025,304951,184939,268,13180971,7363947
2017/11,9874847,13145797,7263113,969636,6293477,1972123,4153292,5552948,882209,4492753,329736,194585,268,17556770,2821914,945951,35883,7688,4204,237974,357359,17566003,9881686,13158705,7303559,974989,6328507,5537499,13171584,7319851,974050,6345801,2011700,4147945,5536579,870028,4487678,315154,183171,267,13206126,7403015
2017/12,9905721,13192095,7345538,990889,6354649,1950362,4234445,5530437,865435,4490423,316120,183587,268,17590299,2822870,935521,35825,7828,3773,238091,354296,17568780,9888468,13169079,7335157,977624,6357529,5523940,13285779,7470931,1018633,6452298,2013487,4279804,5513836,844916,4496081,301012,173286,268,13193678,7314483
2018/01,9917009,13206997,7371927,992386,6379541,1964277,4249087,5521380,858476,4491974,313690,183703,266,17597192,2821446,929312,35774,7631,9734,238256,348042,17593569,9911474,13194562,7379534,981106,6398447,5511006,13187252,7365486,986174,6379312,1975775,4238428,5519163,862600,4487496,302603,177897,262,13255034,7465650
2018/02,9865773,13152045,7337047,985695,6351352,1940746,4251283,5510316,866960,4479543,304682,182368,260,17509765,2814372,921891,35607,7331,2014,238760,337745,17600670,9929625,13212490,7405332,985095,6420322,5505617,13198027,7424441,991867,6432574,1976694,4278279,5489399,858720,4472992,284187,171053,259,13270280,7497748
2018/03,9890903,13169126,7406615,989655,6416960,1980799,4254625,5471292,861862,4460046,291219,178804,259,17507151,2804392,917625,35571,7255,1599,238622,332961,17606438,9950216,13235282,7433012,987342,6445898,5499180,13303802,7593032,993609,6599423,2103032,4264174,5441228,852304,4449244,269542,170635,262,13287559,7510367
2018/04,10010867,13292729,7545588,991187,6554401,2055464,4292779,5454473,867741,4444015,292668,185879,258,17683481,2859759,911399,35696,7135,1604,237632,337527,17665041,9971999,13259813,7462995,990309,6472989,5497455,13413126,7677682,1006210,6671472,2163601,4328793,5457506,870755,4441531,277938,175840,255,13335719,7573493
2018/05,10031511,13312552,7565323,990460,6574863,2085442,4283524,5465651,878658,4436130,281578,183066,255,17751849,2917226,903859,35717,7073,1477,236767,337178,17698000,9983064,13271125,7476749,992111,6486139,5492599,13328748,7603721,988614,6615107,2085500,4275124,5460861,870513,4430171,264166,169956,255,13344260,7600249
2018/06,10066296,13360470,7593071,989995,6603076,2052004,4313748,5467789,865288,4428282,299610,171964,250,17785216,2913617,898144,35305,7032,1610,236132,332906,17731454,10022093,13317417,7544589,996015,6547281,5476347,13453753,7717972,1002332,6715640,2118693,4392856,5455758,841430,4429758,280023,154948,242,13350852,7617558
2018/07,10068028,13379294,7603904,997324,6606580,2026289,4375739,5470036,854182,4427142,305354,177694,238,17802592,2920546,888098,35092,6827,1938,235825,334972,17749115,10039352,13340943,7579537,998316,6580592,5459147,13394947,7625603,999298,6626305,2051756,4370358,5470898,854991,4425554,298446,170492,232,13393050,7677061
2018/08,10056582,13370132,7591960,999273,6592687,2009944,4385101,5471531,860747,4420523,306641,178628,230,17796080,2929714,881535,35186,6684,1761,236030,335038,17771559,10056356,13363462,7609851,1000625,6608741,5447695,13396072,7638544,1002206,6636338,2026266,4408469,5464950,858667,4417570,292578,172079,235,13418466,7696942
2018/09,10065900,13378670,7610156,997874,6612282,2022025,4386585,5459371,861386,4409158,309143,179788,234,17806310,2930096,880701,35040,6706,2095,236805,336197,17804012,10079226,13391908,7648510,1003937,6644922,5438626,13445561,7723237,1003387,6719850,2140084,4391479,5441491,850836,4402747,280833,163402,234,13455285,7675037
2018/10,10074396,13388535,7639033,1000641,6638392,2048644,4409461,5445620,868251,4393591,303882,186798,234,17813622,2927520,879170,34822,6612,2258,237734,336971,17830745,10101713,13420777,7681650,1006466,6675002,5430656,13434605,7699410,1005133,6694277,2084665,4435755,5436867,869474,4386444,298328,183989,234,13471473,7764737
2018/11,10105049,13419958,7664868,1003606,6661262,2059741,4414164,5436262,872247,4379613,318828,192478,235,17835518,2924911,872095,34875,6486,2098,239920,335175,17841886,10109892,13432959,7706239,1009035,6697108,5418746,13457707,7722608,1009229,6713379,2100397,4407179,5433909,874404,4373800,301190,176926,237,13497238,7797778
2018/12,10142429,13469683,7742591,1024489,6718102,2042233,4486961,5426880,870879,4373535,300212,175127,236,17873883,2926078,860751,35274,6428,1836,242125,331708,17860315,10131222,13454648,7738955,1011897,6726958,5419373,13573365,7873558,1055457,6818101,2108069,4532800,5417343,861047,4375995,282464,161186,236,13529336,7844624
2019/01,10147973,13477055,7754561,1024662,6729899,2045615,4501833,5425301,875064,4371676,297193,176699,237,17870600,2927317,853863,35380,6329,1642,242180,326834,17880344,10151423,13475265,7769194,1013782,6755463,5415883,13450791,7753192,1016721,6736471,2058088,4493775,5408163,865599,4367045,289436,174698,238,13521566,7869924
2019/02,10097697,13423539,7730901,1016323,6714578,2028521,4509824,5400523,870068,4358892,292115,179069,238,17816978,2924110,852866,35355,6199,3513,241873,329523,17914768,10169775,13491477,7805501,1016054,6789750,5397111,13471479,7820190,1023464,6796726,2062362,4545422,5378266,861498,4351770,273023,166386,238,13551535,7918738
2019/03,10125050,13440891,7813445,1020662,6792783,2068872,4521479,5355613,862847,4338135,271833,174649,240,17845167,2930921,852857,35310,5733,1843,243177,334435,17949302,10191747,13512874,7849280,1018816,6830881,5384406,13565529,7990671,1026408,6964263,2194564,4534909,5325171,853884,4328127,249687,158982,240,13550477,7830269
2019/04,10252191,13567501,7974190,1025999,6948191,2162055,4567083,5328218,858926,4321861,265093,171848,241,17999598,2963891,848839,35289,5579,1843,243634,333022,17980966,10209464,13529159,7890964,1025288,6866166,5372192,13705392,8125665,1053518,7072147,2257425,4632286,5322319,854456,4318248,257408,164067,245,13625146,8022301
2019/05,10286310,13602690,8012372,1025168,6987204,2218941,4563051,5328284,863351,4312980,262034,170442,245,18043069,2985685,842835,35070,5719,2015,241622,327433,17982391,10232871,13554009,7913641,1026721,6888960,5357725,13588989,7995077,1017055,6978022,2180153,4544626,5334488,865663,4307785,259424,165732,244,13597928,7980744
2019/06,10289611,13616152,7975402,1015404,6959998,2137448,4583335,5346721,865325,4306545,294029,167980,244,18053397,2986515,840358,34746,5499,1850,239626,328651,17996627,10241050,13565535,7921597,1021063,6898488,5356980,13703065,8086583,1028757,7057826,2187680,4663335,5339513,846195,4308750,276969,151684,243,13592118,7900910
2019/07,10290435,13631830,7970276,1021075,6949201,2092491,4648784,5363852,869096,4306992,297702,168366,242,18075477,2991999,837713,34529,5301,1718,237625,334762,18017206,10258768,13589373,7943783,1021619,6921325,5351637,13662499,8009664,1022722,6986942,2135900,4641756,5365020,871986,4304218,287815,158826,241,13659474,8047207
2019/08,10284205,13626135,7970276,1023296,6946980,2088784,4656868,5363416,875125,4300360,292443,164877,240,18065133,2994282,833801,34108,5204,1911,235397,334295,18033403,10277930,13613458,7980320,1024177,6955326,5339039,13696752,8060714,1026654,7034060,2152772,4683373,5354450,870081,4298309,281588,160690,239,13668172,8060187
2019/09,10295668,13634939,7993063,1019891,6973172,2114441,4650348,5344090,868391,4289376,297786,169565,242,18073513,2996197,835050,33718,5169,1819,233639,332982,18063945,10304122,13643641,8025179,1025365,7000542,5321722,13658870,8065762,1021681,7044081,2203372,4647555,5315849,850192,4282622,277259,161073,243,13710204,8145254
2019/10,10304091,13643724,8023157,1020134,7003023,2145813,4675431,5327923,874036,4275338,292644,176341,243,18088307,2999992,834704,33542,4665,1868,233143,336669,18103077,10330152,13677493,8068186,1025683,7042333,5310434,13730065,8124043,1025639,7098404,2209082,4712560,5319674,875478,4268348,286348,172800,243,13763310,8199108
2019/11,10365381,13706709,8082871,1022669,7060202,2175842,4694575,5317317,876588,4262559,306521,182124,242,18155674,3001264,835137,33388,4215,2053,232832,340076,18160882,10370022,13721653,8125654,1027888,7097805,5298241,13777135,8179312,1030314,7148998,2247915,4706887,5299803,864390,4256623,298020,174344,243,13777083,8205076
2019/12,10404214,13762321,8180068,1042840,7137228,2151985,4793909,5287726,856008,4256926,294527,168673,241,18219012,3007154,839856,33308,4292,1884,232993,337204,18214632,10400246,13757691,8184039,1031138,7152907,5281314,13847608,8295062,1069628,7225434,2197182,4848440,5269910,838085,4258913,282636,160491,240,13816819,8283718
2020/01,10416148,13775113,8205470,1044918,7160552,2156222,4819344,5280465,855373,4254405,289178,168622,239,18240572,3014385,844633,33374,4305,1634,235263,331865,18263078,10428768,13784812,8227353,1034504,7193019,5272296,13783519,8225721,1038277,7187444,2189813,4812940,5272367,855202,4249282,285431,170026,239,13861391,8347982
2020/02,10384810,13740459,8191377,1035723,7155654,2147427,4830925,5260924,855783,4242066,288158,175878,239,18218913,3012723,855513,33092,4219,1659,237804,333444,18324319,10464020,13815603,8270491,1035750,7235231,5259137,13833423,8315694,1044530,7271164,2220381,4868104,5241889,850877,4234998,275840,168170,239,13877298,8371079
2020/03,10442899,13790749,8295745,1038010,7257735,2230959,4831093,5218845,848770,4221857,276159,170606,240,18277386,3011585,862003,32723,4122,1781,238740,335683,18389695,10516537,13868461,8338877,1036555,7303066,5247254,13895485,8474302,1041030,7433272,2344188,4846798,5170635,824174,4208985,250548,153944,240,13930233,8458259
2020/04,10630037,13978017,8539371,1043803,7495568,2379534,4888064,5173841,834265,4199573,264805,166001,240,18435754,2984905,864646,32361,4059,1743,239469,330554,18418643,10579789,13930551,8454874,1043370,7411108,5216679,14134754,8719280,1055094,7664186,2514716,4941421,5166273,832643,4194760,249201,159061,239,14049727,8606150
2020/05,10812699,14170023,8750740,1050824,7699916,2507714,4923227,5176519,843192,4190445,242764,158149,238,18595716,2955104,866950,31989,4007,2633,239322,325688,18525114,10754298,14114460,8639154,1052358,7588993,5207251,14388910,8962017,1057639,7904378,2618681,4941713,5195538,858131,4185509,231355,148632,236,14339702,8792986
2020/06,11036494,14425302,8958961,1062279,7896682,2562332,5026143,5201174,854944,4184687,265167,157655,236,18851012,2950654,870094,31725,4009,5708,237523,325997,18787046,10979516,14363373,8895482,1067856,7824297,5211366,14569472,9075904,1077092,7998812,2603139,5141213,5233325,878052,4186573,260243,150468,236,14498985,9030166
2020/07,11102775,14524277,9019974,1077484,7942490,2547478,5162350,5223311,867745,4185008,280992,164863,236,18940797,2945877,874386,31816,4032,3223,235083,322103,18875872,11065213,14474204,8987308,1077558,7908694,5210455,14594103,9085356,1080779,8004577,2611162,5165210,5232923,875714,4184761,275824,163726,236,14583265,9127272
2020/08,11168053,14599821,9089419,1079153,8010266,2592962,5192392,5231786,877313,4181642,278616,167059,242,19012543,2947416,874296,31468,3980,3061,232201,320300,18969839,11154577,14578735,9091936,1079752,8010876,5208003,14658293,9162835,1081155,8081680,2625858,5223390,5223311,871717,4179591,272147,166506,240,14660862,9201972
2020/09,11219593,14652371,9134814,1077732,8057082,2616410,5199838,5230131,882693,4175154,287426,173276,239,19066597,2952571,873188,30876,3913,2931,228972,321775,19048111,11226561,14658702,9167657,1082945,8086124,5206630,14660309,9166036,1080047,8085989,2667706,5192003,5222454,881033,4173639,271819,168806,240,14725703,9252688
2020/10,11232567,14671488,9152514,1081594,8070920,2634688,5224472,5220158,888311,4166511,298816,193666,240,19081944,2957036,872683,30462,3173,2757,227326,317019,19095958,11261891,14710366,9206312,1086878,8119507,5202071,14782051,9259817,1089692,8170125,2711479,5262478,5210412,885748,4160869,311822,206444,240,14767962,9280578
2020/11,11306001,14747880,9217980,1084236,8133744,2677173,5237756,5205559,886491,4154103,324341,210989,240,19160555,2957147,877636,30333,2570,2606,228650,313733,19166147,11312740,14766911,9267566,1089425,8178685,5186194,14776505,9288408,1088422,8199986,2726464,5242527,5186206,875472,4148255,301891,192049,239,14820269,9365392
2020/12,11359680,14813455,9314014,1102279,8211735,2644823,5342450,5177415,872094,4143797,322026,211196,238,19232449,2964412,876971,30247,2697,2815,229975,311877,19237807,11364608,14821458,9328685,1091066,8238640,5172035,14910627,9439435,1123893,8315542,2691870,5404087,5162986,859597,4142091,308206,203859,239,14890007,9436735
2021/01,11400194,14860492,9379439,1104297,8275142,2666489,5384640,5165150,867978,4136655,315903,214429,246,19283811,2975872,873228,30176,2383,2798,229655,309207,19318686,11421387,14880883,9406961,1094148,8313240,5158055,14897677,9431228,1103112,8328116,2717765,5390766,5150838,861001,4131079,315611,220721,271,14932864,9414512
2021/02,11384748,14846612,9388262,1099087,8289175,2658073,5412604,5147810,870322,4123559,310540,219787,271,19273021,2980356,874236,29946,2043,3182,228331,308315,19390973,11473288,14932722,9473459,1099056,8374336,5147840,14951367,9532440,1109645,8422795,2704239,5497867,5118771,854153,4117533,300156,220657,270,15000793,9497937
2021/03,11436375,14895043,9467804,1102217,8365587,2693607,5438679,5107553,863200,4105623,319686,241827,288,19314062,2976523,870697,29722,2398,3073,227163,309443,19440433,11517536,14980142,9517052,1100861,8417156,5135345,15028224,9651436,1102859,8548577,2812414,5458057,5080285,857130,4095194,296503,222897,294,15071330,9626192
2021/04,11617797,15082268,9661557,1103518,8558039,2799667,5499102,5082346,864242,4088579,338365,259084,277,19685396,3161530,868450,29880,2815,3117,227207,310129,19669199,11557440,15023059,9567486,1103063,8463127,5122945,15191450,9791736,1114847,8676889,2900279,5545153,5074285,859423,4085177,325429,248643,274,15097231,9653914
2021/05,11675413,15145502,9747587,1104096,8643491,2873356,5514756,5074752,862385,4079335,323163,252904,274,19934210,3350178,863819,30008,2870,3020,228570,310243,19850875,11611029,15082709,9622308,1105583,8518523,5105718,15155978,9751519,1103071,8648448,2851499,5498282,5075912,860923,4073856,328547,253627,274,15142815,9721676
2021/06,11690901,15176271,9728780,1103314,8625466,2790160,5544699,5081393,860613,4069819,366098,253431,283,19959043,3351233,858732,29896,2628,2835,230004,307444,19885068,11626128,15105024,9660475,1108935,8549059,5089622,15243228,9813315,1112576,8700739,2808656,5626887,5075403,847790,4068127,354510,242476,282,15172638,9755997
2021/07,11690056,15195437,9744263,1112590,8631673,2746398,5632656,5085130,858177,4063831,366044,246971,283,19980510,3358429,858527,29733,2603,2450,229610,303721,19906744,11646532,15136993,9708172,1112500,8594224,5071538,15261676,9809972,1116417,8693555,2817417,5637971,5076898,851079,4059343,374806,251913,285,15195855,9797410
2021/08,11688405,15198803,9752890,1114050,8638840,2745444,5652045,5079977,860461,4052743,365936,247733,284,19984180,3360609,859493,29810,3150,1945,228248,302122,19932410,11669974,15170341,9752180,1114686,8636334,5057059,15245159,9812077,1116131,8695946,2771629,5679118,5077432,863573,4047221,355650,246580,281,15246162,9857977
2021/09,11691501,15200540,9769516,1112936,8656580,2736402,5661866,5074634,869768,4039367,356390,243838,283,19999112,3363698,870075,29757,3487,1711,227470,302374,19973927,11699552,15206790,9805192,1117896,8689037,5052333,15216319,9821603,1114404,8707199,2808174,5662784,5053118,859990,4032246,341598,236891,282,15284141,9922190
2021/10,11705647,15218135,9814220,1116689,8697531,2778331,5694561,5053388,871341,4022850,350527,245122,282,20022531,3365500,876020,30584,3296,769,226439,301788,20033003,11738725,15259245,9873992,1121693,8752631,5036701,15316224,9927136,1126380,8800756,2855807,5738174,5039702,867225,4015060,349386,245613,282,15296111,9844699
