データコード,MD02'MAM1NAM2M2MO,MD02'MAM1NAM3M3MO,MD02'MAM1NAM3M1MO,MD02'MAM1NAM3CCMO,MD02'MAM1NAM3DMMO,MD02'MAM1NAM3DMEP,MD02'MAM1NAM3DMPN,MD02'MAM1NAM3QMMO,MD02'MAM1NAM3QMEP,MD02'MAM1NAM3QMPN,MD02'MAM1NAM3CDMO,MD02'MAM1NAM3CDEP,MD02'MAM1NAM3CDPN,MD02'MAM1NABLBLMO,MD02'MAM1NABLPTMO,MD02'MAM1NABLITMO,MD02'MAM1NABLBDMO,MD02'MAM1NABLSBMO,MD02'MAM1NABLCPMO,MD02'MAM1NABLGSMO,MD02'MAM1NABLFBMO,MD02'MAM1XABLBLMO,MD02'MAM1XAM2M2MO,MD02'MAM1XAM3M3MO,MD02'MAM1XAM3M1MO,MD02'MAM1XAM3CCMO,MD02'MAM1XAM3DMMO,MD02'MAM1XAM3QMMO,MD02'MAM1NEM3M3MO,MD02'MAM1NEM3M1MO,MD02'MAM1NEM3CCMO,MD02'MAM1NEM3DMMO,MD02'MAM1NEM3DMEP,MD02'MAM1NEM3DMPN,MD02'MAM1NEM3QMMO,MD02'MAM1NEM3QMEP,MD02'MAM1NEM3QMPN,MD02'MAM1NEM3CDMO,MD02'MAM1NEM3CDEP,MD02'MAM1NEM3CDPN,MD02'MAM1XEM3M3MO,MD02'MAM1XEM3M1MO
系列名称,"Ｍ２／平／マネーストック","Ｍ３／平／マネーストック","＿Ｍ１／平／マネーストック","＿＿現金通貨／平／マネーストック","＿＿預金通貨／平／マネーストック","＿＿＿一般法人・預金通貨／平／マネーストック","＿＿＿個人・預金通貨／平／マネーストック","＿準通貨／平／マネーストック","＿＿＿一般法人・準通貨／平／マネーストック","＿＿＿個人・準通貨／平／マネーストック","＿ＣＤ／平／マネーストック","＿＿＿一般法人・ＣＤ／平／マネーストック","＿＿＿個人・ＣＤ／平／マネーストック","広義流動性／平／マネーストック","＿金銭の信託／平／マネーストック","＿投資信託／平／マネーストック","＿金融債／平／マネーストック","＿銀行発行普通社債／平／マネーストック","＿金融機関発行ＣＰ／平／マネーストック","＿国債／平／マネーストック","＿外債／平／マネーストック","広義流動性／平／季／マネーストック","Ｍ２／平／季／マネーストック","Ｍ３／平／季／マネーストック","＿Ｍ１／平／季／マネーストック","＿＿現金通貨／平／季／マネーストック","＿＿預金通貨／平／季／マネーストック","＿準通貨／平／季／マネーストック","Ｍ３／末／マネーストック","＿Ｍ１／末／マネーストック","＿＿現金通貨／末／マネーストック","＿＿預金通貨／末／マネーストック","＿＿＿一般法人・預金通貨／末／マネーストック","＿＿＿個人・預金通貨／末／マネーストック","＿準通貨／末／マネーストック","＿＿＿一般法人・準通貨／末／マネーストック","＿＿＿個人・準通貨／末／マネーストック","＿ＣＤ／末／マネーストック","＿＿＿一般法人・ＣＤ／末／マネーストック","＿＿＿個人・ＣＤ／末／マネーストック","Ｍ３／末／季／マネーストック","＿Ｍ１／末／季／マネーストック"
2003/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003/04,6767067,10121694,4310580,664716,3645864,1158472,2361170,5637115,668148,4875369,173999,142445,405,12688528,1222637,424251,158215,12918,7734,423723,317356,12639250,6726558,10085581,4230129,664095,3557352,5692399,10174857,4388653,675847,3712806,1201209,2388885,5627815,663912,4872707,158389,131162,405,10133530,4276384
2003/05,6770869,10124315,4321237,664409,3656828,1173466,2360224,5634195,669781,4870153,168883,140860,294,12574500,1098605,422475,154985,13359,8521,424631,327609,12552101,6746170,10104855,4258228,665127,3589313,5672795,10179212,4375908,670299,3705609,1208334,2358314,5637116,665571,4867905,166188,133574,396,10186348,4342966
2003/06,6777550,10135410,4306270,661317,3644953,1123135,2376203,5643400,660195,4866227,185740,141660,414,12615548,1123704,420550,152749,13399,9279,425199,335258,12598928,6765995,10121774,4285923,668208,3613816,5655246,10231830,4397499,677412,3720087,1144702,2438914,5650140,655436,4868096,184191,134337,588,10169239,4340910
2003/07,6813055,10182600,4331338,670448,3660890,1112506,2420320,5656631,659359,4867952,194631,144230,590,12677248,1126071,419335,152044,13940,8293,429861,345104,12629580,6775011,10132933,4306784,670100,3636490,5640078,10193000,4347469,673762,3673707,1135138,2409760,5656795,654548,4872706,188736,140373,592,10186922,4375663
2003/08,6807344,10171792,4325446,669303,3656143,1117218,2413928,5651238,654450,4868468,195108,146961,594,12692606,1134152,422112,149827,13907,8955,436797,355064,12667228,6802305,10161528,4343724,672178,3672185,5622537,10219949,4388061,679614,3708447,1147483,2438084,5646770,656096,4867750,185118,140997,594,10206087,4392145
2003/09,6768459,10125379,4305898,663799,3642099,1117362,2403380,5630439,655656,4859472,189042,147802,738,12671653,1147820,425408,149916,13555,10280,441426,357869,12686848,6789562,10147567,4361467,672754,3690646,5608950,10162072,4361178,665510,3695668,1185283,2398131,5619791,657176,4855429,181103,142137,842,10201026,4415000
2003/10,6755731,10108026,4305377,663423,3641954,1129739,2410475,5611826,659312,4847574,190823,152568,841,12664447,1159916,423946,148866,14014,10589,445752,353338,12710438,6795643,10153036,4375792,672192,3704733,5596763,10129354,4351578,674855,3676723,1147145,2430427,5598648,655813,4842842,179128,143734,855,10197453,4454622
2003/11,6757284,10106457,4321211,666269,3654942,1144906,2409914,5594710,658918,4836048,190536,154720,788,12667837,1170750,422483,143615,14402,8027,451739,350364,12728264,6800422,10157564,4386332,673689,3714743,5585094,10193379,4410026,679001,3731025,1195652,2418127,5591359,658326,4831589,191994,151293,759,10216408,4419550
2003/12,6825840,10188715,4411653,688177,3723476,1141243,2471978,5585584,651504,4833942,191478,152367,751,12756519,1178077,424605,139759,14283,7285,457854,345941,12748104,6802875,10163384,4374553,671127,3705630,5583842,10292069,4518267,719254,3799013,1192678,2506563,5589683,651242,4839144,184119,147802,764,10211004,4442522
2004/01,6833119,10200701,4414769,686186,3728583,1149958,2478114,5591501,655720,4837392,194431,158645,760,12774323,1180741,425784,137776,14400,8417,465761,340743,12771429,6817510,10177180,4392787,672093,3724545,5577144,10207387,4429780,683272,3746508,1177010,2474963,5584637,653116,4834737,192970,157816,747,10224187,4470901
2004/02,6797767,10161554,4382169,671722,3710447,1135307,2478892,5578718,655508,4828317,200667,166731,744,12748613,1187084,424989,135448,14442,9265,476074,339757,12792543,6833720,10193415,4418194,672906,3746737,5571197,10233975,4470312,688009,3782303,1176445,2509324,5571248,654030,4826033,192415,162476,730,10240282,4442911
2004/03,6825916,10178254,4427067,673620,3753447,1173381,2473067,5553071,650368,4814983,198116,167648,735,12785411,1202754,427181,134131,14352,11931,485561,331247,12800694,6843953,10203098,4420971,670098,3750418,5574284,10257019,4528660,677953,3850707,1238635,2479998,5539585,649236,4806344,188774,154270,755,10253460,4481547
2004/04,6891883,10240449,4495727,674231,3821496,1206218,2497683,5542822,655409,4799291,201900,166451,634,12893802,1236370,429969,131732,15256,11199,495801,333026,12846038,6852810,10206346,4417766,673748,3738413,5589330,10301312,4571078,694639,3876439,1239840,2522645,5537596,654286,4796347,192638,162625,742,10258231,4469198
2004/05,6903843,10247418,4509364,675236,3834128,1223190,2494314,5534280,654294,4789616,203774,173176,744,12944508,1264069,428771,127918,15822,9158,507767,343585,12919426,6880903,10231264,4455576,675433,3777862,5563163,10240410,4495526,674314,3821212,1183514,2487980,5538029,649407,4787126,206855,165572,756,10275916,4492545
2004/06,6894824,10243116,4471918,667908,3804010,1163944,2509521,5542793,648042,4782794,228405,170915,754,12960997,1272134,429168,127226,15764,9018,515744,348827,12938154,6884921,10232338,4462183,675179,3785116,5550446,10341723,4577352,680673,3896679,1197505,2573626,5542491,642421,4782387,221880,158955,756,10287132,4527962
2004/07,6937875,10296877,4515052,676855,3838197,1160831,2557402,5549827,649125,4781861,231998,167672,753,13036366,1276678,429324,126279,16326,8469,524166,358247,12984286,6901467,10249351,4494341,676893,3817056,5534910,10338257,4567992,684949,3883043,1213066,2554888,5547782,648016,4780707,222483,158660,755,10298188,4566135
2004/08,6933689,10284198,4502260,676050,3826210,1162779,2547740,5545179,649718,4776048,236759,172412,758,13039707,1280019,428382,124952,16159,8675,536780,360542,13015242,6928971,10274762,4518115,678623,3840051,5520485,10284527,4520055,682328,3837727,1155601,2561489,5541596,650477,4774937,222876,164976,773,10301405,4594163
2004/09,6907282,10242206,4488931,676568,3812363,1158751,2537209,5521769,652048,4759079,231506,178106,774,13023261,1289439,431826,125245,15670,9888,547612,361375,13034468,6921218,10257518,4536141,684223,3854167,5501134,10252964,4546753,678557,3868196,1219363,2543804,5496816,649001,4743133,209395,162498,784,10294655,4601658
2004/10,6890506,10217592,4502668,676267,3826401,1171144,2556878,5492337,654736,4735292,222587,176222,785,13022131,1300240,431522,124439,15873,12538,559939,359988,13069478,6928862,10260782,4561274,683519,3877799,5480497,10282298,4581209,689799,3891410,1211117,2586900,5490642,659509,4732144,210447,166291,795,10311766,4596541
2004/11,6894786,10214727,4504280,676608,3827672,1174689,2555491,5484913,662775,4723025,225534,180322,794,13035777,1308926,431199,122865,15864,10720,572737,358739,13097409,6933807,10261064,4564160,683189,3882211,5476700,10246073,4550945,681634,3869311,1194897,2550921,5481651,658354,4721326,213477,163145,785,10303033,4637628
2004/12,6960622,10286853,4602156,698750,3903406,1175672,2620194,5467276,652645,4715724,217421,167894,788,13143694,1317743,440181,122513,15575,11138,584051,365640,13139267,6941313,10263566,4571493,682927,3889913,5467818,10377140,4709108,728124,3980984,1220964,2657322,5463205,651432,4714767,204827,159936,786,10305345,4643029
2005/01,6965712,10290636,4608681,695795,3912886,1189181,2623240,5464045,655830,4711579,217910,169664,787,13181421,1328644,445922,122149,15528,14133,597229,367180,13179114,6951046,10267540,4589497,682899,3908155,5454988,10262206,4590253,689719,3900534,1186695,2612512,5461124,653440,4712839,210829,163505,789,10304976,4648967
2005/02,6920502,10236287,4564162,682657,3881505,1169429,2614853,5451679,653569,4705278,220446,172187,788,13155661,1343654,446701,120428,15049,16557,612665,364320,13202883,6957359,10268551,4598616,683791,3915196,5447633,10280489,4637371,695568,3941803,1189713,2642801,5442365,650574,4704214,200753,160645,784,10312292,4674903
2005/03,6965119,10264527,4635976,690724,3945252,1225551,2612302,5417894,646579,4688275,210657,169673,782,13206376,1353030,449646,118226,14642,15647,627948,362710,13224068,6982629,10287951,4626146,687905,3938169,5437756,10322574,4733947,698827,4035120,1292633,2614764,5390039,638814,4673305,198588,157489,784,10319142,4696258
2005/04,7015356,10300901,4708797,694468,4014329,1264325,2631564,5385717,642331,4660644,206387,158469,792,13259515,1363711,447996,117704,15350,15823,639301,358729,13211174,6974807,10266006,4631647,693801,3934634,5424422,10387451,4812759,715767,4096992,1326467,2667654,5379779,643982,4653513,194913,154545,788,10309628,4689539
2005/05,7003169,10277921,4698447,692866,4005581,1268787,2626650,5374555,645172,4644413,204919,161799,787,13244063,1372763,448183,115529,15531,10905,646952,356279,13215500,6983586,10266461,4650497,693175,3956375,5397009,10268713,4696312,691296,4005016,1237235,2619672,5372966,639182,4637272,199435,152486,785,10306985,4708181
2005/06,7006819,10276257,4673544,686805,3986739,1216762,2643859,5372154,635086,4628429,230559,161125,757,13262657,1376703,459444,114829,15415,11450,654704,353855,13232278,6996094,10265296,4668172,694289,3973116,5376195,10371799,4779510,700137,4079373,1248148,2712704,5368529,630074,4623337,223760,147629,750,10316540,4737818
2005/07,7050604,10326224,4716281,696254,4020027,1210189,2698521,5369497,634021,4619368,240446,162115,750,13332702,1380835,467366,114584,15910,11063,664081,352639,13279732,7017257,10283427,4696716,696552,4000093,5355645,10373949,4776305,706723,4069582,1262552,2701501,5367418,635783,4616997,230226,153041,753,10332001,4723991
2005/08,7043747,10306222,4700444,694569,4005875,1205476,2692616,5361123,638303,4608681,244655,163021,1743,13325365,1385921,465655,113548,15423,12123,674520,351953,13308693,7040615,10299133,4719754,697202,4023120,5339621,10316541,4736981,698974,4038007,1212638,2711216,5354212,637250,4606270,225348,150551,1837,10334936,4804000
2005/09,7046184,10294571,4715152,692970,4022182,1212518,2689577,5342692,638384,4593397,236727,157193,1805,13335045,1392013,471930,113134,14603,15689,684018,349087,13346628,7056821,10306258,4758956,699741,4060726,5322893,10306557,4786275,697833,4088442,1291290,2689686,5327055,639953,4583595,193227,130213,1811,10351414,4838733
2005/10,7021746,10261250,4728972,694530,4034442,1235953,2706604,5316785,644403,4571764,215493,152407,1027,13314805,1389219,481233,111883,14443,17090,690787,348900,13364739,7061661,10304205,4780489,700940,4079280,5307513,10271157,4762474,703183,4059291,1237741,2732780,5300836,642036,4562591,207847,148535,979,10328709,4845275
2005/11,7036014,10264694,4732656,695917,4036739,1229037,2708233,5299031,645516,4552748,233007,162059,981,13332942,1393520,488120,110545,14234,14896,695157,351776,13392604,7071934,10307147,4791991,702082,4090554,5290834,10274709,4778658,702049,4076609,1252550,2708855,5279502,635447,4544812,216549,148388,986,10335723,4860185
2005/12,7089899,10321464,4838092,719134,4118958,1235583,2784849,5263676,631680,4536281,219696,151579,1053,13422045,1413228,500355,110969,14057,14545,698364,349063,13417610,7072694,10299245,4809225,703765,4106118,5265730,10416104,4951440,748070,4203370,1292268,2817811,5253330,630086,4530798,211334,147843,1145,10317014,4859472
2006/01,7087795,10312859,4835801,717251,4118550,1245413,2782064,5251734,636997,4523094,225324,160000,1131,13455011,1447881,507556,109491,13852,17395,700991,344986,13449281,7072482,10289325,4817650,704766,4113495,5244610,10285891,4833778,710429,4123349,1256906,2774500,5240623,634664,4515636,211490,148736,990,10330349,4898691
2006/02,7037961,10248303,4793446,704017,4089429,1223469,2778460,5229330,636826,4504674,225527,162624,866,13455718,1510818,512537,106240,13397,17274,703205,343944,13499690,7074357,10280073,4827021,705061,4121941,5228262,10285542,4869878,714689,4155189,1248703,2806800,5212564,633509,4496140,203100,148909,852,10315717,4907843
2006/03,7061195,10253653,4845297,708555,4136742,1261250,2778174,5192956,633852,4479706,215400,160076,852,13520417,1710444,522942,105792,13297,14411,555514,344364,13543312,7077483,10275719,4833550,706084,4127312,5213418,10316608,4941818,713512,4228306,1323773,2786123,5173604,631723,4466440,201186,151138,852,10314388,4899980
2006/04,7129110,10312459,4926585,707690,4218895,1308823,2802602,5171516,635390,4458414,214358,161880,643,13698310,1965150,534341,104269,14251,11622,411517,344701,13650347,7085681,10275182,4847375,706974,4138772,5204706,10394293,5024347,725162,4299185,1368596,2834416,5169897,639091,4454325,200049,157299,548,10312829,4852258
2006/05,7093181,10266187,4891293,707077,4184216,1293099,2788615,5171837,643347,4448135,203057,156851,557,13763987,2066260,542135,101640,14669,8898,420422,343776,13731867,7076576,10258222,4846090,707537,4138095,5191384,10249152,4885268,704439,4180829,1263629,2776300,5174892,638987,4443518,188992,139659,552,10288273,4899497
2006/06,7085888,10256739,4851551,700193,4151358,1230882,2797622,5185541,640357,4437310,219647,141509,543,13780037,2074782,549124,100823,14486,8505,429005,346573,13741061,7070977,10242471,4844821,707472,4136979,5186970,10327468,4948175,713467,4234708,1265631,2861082,5180731,632083,4434831,198562,125610,522,10270819,4898066
2006/07,7085186,10259062,4861000,706606,4154394,1212920,2838609,5183202,636719,4432562,214860,137351,519,13800610,2079751,553056,98629,14808,7834,439010,348460,13751372,7055463,10220923,4842848,707362,4135495,5168783,10276866,4878827,711803,4167024,1234445,2827317,5187353,641526,4432128,210686,134211,517,10269188,4909004
2006/08,7073070,10232583,4813666,706515,4107151,1186742,2822390,5199201,651113,4433411,219716,140269,512,13798018,2083979,559221,96921,14402,9042,450624,351246,13789490,7071762,10227430,4836094,709149,4127603,5179167,10255875,4841086,710807,4130279,1195145,2833205,5204292,651214,4439350,210497,139185,498,10273384,4914333
2006/09,7081933,10227379,4792678,703248,4089430,1183715,2799945,5207565,658514,4434897,227136,150525,517,13820842,2085357,570815,96794,13880,11062,460509,355046,13835967,7093164,10238929,4836526,709561,4127640,5187923,10273156,4868354,710761,4157593,1271639,2796658,5203659,662773,4431473,201143,141469,517,10286112,4891525
2006/10,7059775,10193077,4774935,704472,4070463,1185806,2801306,5198234,666854,4425960,219908,157745,1022,13809195,2091107,582156,95065,13912,11152,467755,354971,13863867,7100584,10235122,4822828,710332,4112159,5190901,10227154,4823003,711603,4111400,1210043,2819571,5192932,666098,4425724,211219,151656,1059,10286727,4904625
2006/11,7078251,10199453,4760117,705216,4054901,1177375,2787341,5198689,667660,4423966,240647,170806,1049,13843331,2109064,590063,92867,13868,9251,473535,355230,13901269,7113391,10240619,4817954,711065,4107210,5191929,10223348,4807184,710564,4096620,1208160,2779660,5188896,657580,4423249,227268,160595,1030,10285097,4894303
2006/12,7137934,10262705,4842423,726368,4116055,1174287,2848910,5191380,658838,4427426,228902,160282,1028,13939130,2125518,600362,92044,13826,7902,477911,358862,13932740,7123410,10242866,4815432,711613,4103967,5194686,10371981,4952849,761364,4191485,1223446,2881986,5199118,660809,4434109,220014,155945,1030,10274156,4812056
2007/01,7151423,10269517,4835774,725472,4110302,1176929,2848056,5201949,666498,4432340,231794,165682,896,13971199,2131654,615258,89687,13947,8744,482058,360334,13959072,7135780,10246731,4819689,713364,4106328,5194569,10257275,4847784,717974,4129810,1205413,2839986,5193346,662549,4430588,216145,152407,838,10302946,4906795
2007/02,7108923,10214947,4796733,714536,4082197,1151047,2848703,5187834,665407,4424339,230380,166338,827,13936928,2142011,629059,88625,13814,8128,487082,353262,13971235,7142931,10244941,4827672,715362,4112040,5188192,10270180,4893227,725811,4167416,1191218,2880771,5173278,662575,4417606,203675,148170,829,10299578,4921356
2007/03,7138415,10229372,4842888,718643,4124245,1183649,2844750,5164430,662891,4410904,222054,164420,708,13969656,2154573,637483,87756,13549,6848,492127,347948,13996606,7153793,10250793,4829158,716282,4112773,5186494,10327102,4971477,724987,4246490,1271027,2845077,5154473,659118,4408069,201152,156656,642,10292651,4900197
2007/04,7210967,10295409,4905360,718161,4187199,1221553,2860222,5176374,674653,4409455,213675,160552,626,14094624,2198478,645404,86214,13402,8731,498367,348619,14048583,7167140,10257887,4829384,717531,4111624,5206687,10396215,5021326,739169,4282157,1299249,2891012,5188474,682179,4414263,186415,145310,631,10344899,4932628
2007/05,7195192,10269955,4871488,716039,4155449,1218369,2835766,5195256,684578,4415626,203211,157216,623,14134338,2245294,660837,84834,13639,10168,501716,347895,14100559,7179914,10263265,4827836,716866,4110794,5214461,10275018,4885109,715330,4169779,1203475,2825105,5195776,676449,4416173,194133,142249,629,10308008,4906539
2007/06,7216367,10291129,4843916,712402,4131514,1167653,2846227,5214927,674297,4419168,232286,154649,634,14188546,2257212,682472,84708,14182,9452,500697,348694,14149077,7194427,10270160,4831965,719177,4112738,5214965,10409728,4987802,729153,4258649,1243906,2916706,5216244,665288,4421863,205682,138385,634,10316863,4904259
2007/07,7228811,10305992,4845973,718607,4127366,1150783,2877961,5233623,675019,4427603,226396,152381,631,14230509,2266623,698874,84762,14688,9039,508531,342000,14185930,7201048,10270147,4830617,719500,4111170,5217190,10317467,4863301,721686,4141615,1181660,2858515,5239899,676325,4432547,214267,142057,617,10316471,4905134
2007/08,7198156,10263032,4787946,716555,4071391,1124240,2851176,5241606,676780,4433676,233480,157610,612,14205622,2289092,704123,83440,14466,6506,517155,327808,14201405,7195858,10256305,4811322,719160,4092864,5219833,10287068,4826789,720662,4106127,1145982,2859262,5241514,676874,4437205,218765,148855,609,10305744,4894861
2007/09,7201921,10253260,4775824,714211,4061613,1133218,2826408,5243551,680015,4435197,233885,159946,549,14220298,2310918,711209,81759,13880,8719,517675,322878,14241007,7215750,10266827,4820965,720231,4100642,5224203,10315559,4868673,726037,4142636,1221264,2833633,5238841,681918,4432010,208045,154801,526,10326809,4839908
2007/10,7193436,10252662,4788071,714559,4073512,1131420,2860851,5234760,692800,4422727,229831,174407,563,14245401,2329596,716128,80015,13987,9338,520407,323268,14301787,7234656,10293729,4834167,720283,4113693,5229175,10302627,4856119,721355,4134764,1174133,2879064,5234240,698960,4419052,212268,161345,596,10364365,4928512
2007/11,7220662,10262895,4780228,715421,4064807,1129256,2848665,5243086,700385,4420114,239581,176286,593,14281680,2350744,720609,79059,14077,9920,522967,321409,14337492,7256863,10304855,4835760,721065,4114964,5238757,10293813,4836420,722307,4114113,1169315,2836977,5235273,690034,4421735,222120,160519,588,10358609,4917966
2007/12,7285588,10331481,4867839,736177,4131662,1134174,2906377,5239200,686275,4431663,224442,157376,655,14374316,2371293,728042,78338,13862,8790,521325,321185,14366316,7275036,10316163,4843158,721944,4121081,5244513,10451892,4986840,773746,4213094,1187490,2941297,5251792,685893,4445379,213260,151365,654,10387852,4928009
