データコード,FM08'FXERM06,FM08'FXERM07,FM08'FXERM08,FM08'FXERM09,FM08'FXERM05,FM08'FXERM03,FM08'FXERM11,FM08'FXERM15,FM08'FXERM23,FM08'FXERM27,FM08'FXERM31,FM08'FXERM32,FM08'FXERM33,FM08'FXERM34,FM08'FXAR@01,FM08'FXAR@02,FM08'FXARUSGB
1999/11,102.42,104.83,102.5,104.96,101.35,106.6,10200,13674,-1.482,-5.78,15.7,12,15.6,13,,1.0077,1.5935
1999/12,102.08,102.61,102.2,102.68,101.8,103.8,6118,11405,-1.476,-5.71,14,13.4,14.3,13.8,,1.007,1.615
2000/01,106.9,105.21,106.85,105.16,101.46,107.08,10060,12548,-1.572,-5.87,10.7,11.6,12,12.5,,0.9757,1.6182
2000/02,110.27,109.34,110.18,109.34,107.15,111.73,12764,14227,-1.646,-5.84,12.5,11.9,13.1,12.8,,0.9643,1.578
2000/03,105.29,106.62,105.85,106.71,104.75,110.33,10021,17443,-1.633,-6.06,14,13.2,14.1,13.6,,0.9574,1.5922
2000/04,106.44,105.35,106.55,105.48,102.82,107.03,10026,16598,-1.716,-6.3,12.4,13.7,13.2,14,,0.9089,1.556
2000/05,107.3,108.13,106.65,108.11,106.2,110.08,9068,15439,-1.871,-6.64,12.7,12.5,13,12.9,,0.9328,1.4968
2000/06,105.4,106.13,105.4,106.23,104.29,109.1,8992,16650,-1.728,-6.4,11.1,12.1,12.1,12.7,,0.9545,1.513
2000/07,109.52,107.9,109.5,107.9,105.28,109.8,9256,17802,-1.798,-6.43,10.7,11,11.5,11.7,,0.9266,1.4983
2000/08,106.43,108.02,106.4,108.07,105.92,109.64,8404,15404,-1.658,-6.16,10.8,10.6,11.8,11.6,,0.8878,1.4515
2000/09,107.75,106.75,107.85,106.75,105.07,108.14,7752,17197,-1.693,-6.07,9.3,10.1,10,11.1,,0.8837,1.4787
2000/10,108.81,108.34,109.05,108.36,107.5,109.29,7147,16808,-1.7,-6.1,8.3,8.8,9.5,9.6,,0.8486,1.4505
2000/11,111.07,108.87,111.17,108.89,106.93,111.47,7529,16704,-1.688,-6.01,9.4,8.7,10.2,9.9,,0.8694,1.421
2000/12,114.9,112.21,114.9,112.21,110.16,114.98,7331,15533,-1.653,-5.76,10.2,9.8,10.6,10.7,,0.9388,1.4955
2001/01,116.38,117.1,116.15,117.1,113.57,119.9,11091,17048,-1.406,-4.88,11.3,11.8,11.5,11.8,,0.9308,1.4613
2001/02,116.44,116.1,116.4,116.04,114.63,117.63,8133,16084,-1.398,-4.6,10.4,10.9,10.7,11.2,,0.9212,1.4433
2001/03,125.27,121.21,124.6,121.12,117.11,125.47,10171,18695,-1.466,-4.65,13.3,12.5,13.3,12.6,,0.8794,1.419
2001/04,124.06,123.77,123.45,123.83,121.1,126.78,9239,18524,-1.304,-4.11,11.1,12,11.3,12.1,,0.8874,1.4306
2001/05,119.06,121.83,119.2,121.93,118.8,124.05,8361,17440,-1.18,-3.87,10.6,10,10.5,10.3,,0.8455,1.4175
2001/06,124.27,122.19,124.05,122.15,118.4,124.9,8205,18986,-1.18,-3.72,9.9,9.9,10.2,10.1,,0.8474,1.4077
2001/07,124.79,124.63,124.8,124.68,123.08,125.98,7868,16572,-1.126,-3.52,9.6,9.6,9.9,10,,0.8752,1.4252
2001/08,118.92,121.53,118.95,121.61,118.7,125.21,7476,16410,-1.009,-3.35,11,10,11.1,10.3,,0.909,1.451
2001/09,119.29,118.91,119.3,118.98,116.33,121.8,9366,22730,-0.77,-2.47,11.1,12.2,10.9,11.7,,0.9099,1.4691
2001/10,121.84,121.32,121.82,121.28,119.41,123.23,6796,20933,-0.664,-2.08,9.2,9.8,9.6,10,,0.8993,1.4534
2001/11,123.98,122.33,123.95,122.31,120.01,124.47,7538,21375,-0.595,-1.91,9.4,8.8,9.9,9.3,,0.8958,1.4255
2001/12,131.47,127.32,131.8,127.36,123.26,132.08,8414,18080,-0.587,-1.76,11.7,10.2,11.9,11.1,,0.8901,1.4543
2002/01,132.94,132.66,132.9,132.66,130.48,134.95,10728,19580,-0.606,-1.78,9.2,10.2,9.6,10.5,,0.8594,1.412
2002/02,133.89,133.53,133.9,133.52,131.85,135.04,9275,20117,-0.624,-1.82,9.5,9.6,10.1,10,,0.8658,1.4129
2002/03,132.71,131.15,133.2,131.2,127.25,133.75,10006,19329,-0.643,-1.92,9.3,10,9.9,10,,0.8717,1.425
2002/04,127.97,131.01,128,131.07,127.81,133.51,8524,21981,-0.606,-1.85,8.2,8.6,8.6,9,,0.9002,1.4565
2002/05,123.96,126.39,124.4,126.48,123.02,129.15,9524,21192,-0.583,-1.83,9.5,8.5,9.1,8.7,,0.9339,1.4625
2002/06,119.22,123.44,119.45,123.6,119.2,125.85,8132,19436,-0.556,-1.81,11.2,9.2,10.1,9,,0.9856,1.5245
2002/07,119.82,118.08,119.85,118.07,115.63,120.6,8186,19996,-0.565,-1.79,10,10.5,9.4,9.9,,0.9796,1.5625
2002/08,117.97,119.03,117.95,119.01,116.85,121.37,8261,20396,-0.528,-1.76,10.6,10.4,10.2,9.8,,0.9806,1.5476
2002/09,121.79,120.49,121.55,120.5,117.02,124.04,9448,20469,-0.566,-1.74,10.9,10.6,10,10.1,,0.9879,1.57
2002/10,122.48,123.88,122.45,123.86,121.68,125.65,9443,26675,-0.503,-1.6,9.4,10,9.6,9.8,,0.9881,1.563
2002/11,122.44,121.54,122.3,121.49,119.45,123.19,7729,22143,-0.443,-1.44,7.8,8.8,8.6,9.1,,0.9932,1.5553
2002/12,119.37,122.17,119.9,122.27,119.35,125.55,8145,19673,-0.405,-1.35,10,9.4,9.9,9.5,,1.0485,1.6095
2003/01,119.21,118.67,118.95,118.65,117.75,120.51,8802,21850,-0.397,-1.31,9.5,10.1,9.5,9.9,,1.0739,1.6448
2003/02,117.75,119.29,117.75,119.27,116.86,121.48,8878,20811,-0.388,-1.29,9.7,9.7,9.6,9.6,,1.0779,1.5737
2003/03,119.02,118.49,120.15,118.57,116.64,121.32,8752,23938,-0.367,-1.21,9.6,9.6,9.5,9.5,,1.09,1.579
2003/04,119.46,119.82,119.6,119.79,117.6,120.87,8696,24520,-0.393,-1.26,8.6,8.7,8.8,8.9,,1.118,1.6
2003/05,118.63,117.26,118.35,117.26,115.1,119.17,10562,25153,-0.378,-1.24,8.7,9.3,8.8,9.2,,1.1766,1.6393
2003/06,119.82,118.27,119.85,118.26,117.16,119.93,8046,26843,-0.353,-1.15,8.4,8.3,8.3,8.4,,1.1502,1.6529
2003/07,120.11,118.65,120.1,118.69,117.38,120.35,8174,24334,-0.348,-1.13,8,8.3,8.4,8.5,,1.1231,1.609
2003/08,117.13,118.81,117.05,118.83,117,120.69,6735,24259,-0.338,-1.14,8.3,8,8.6,8.3,,1.0986,1.5773
2003/09,110.48,115.09,111.2,115.19,110.3,117.72,10358,26652,-0.348,-1.18,12.4,9.8,11,9.5,,1.165,1.662
2003/10,108.99,109.58,108.76,109.58,107.88,111.5,8346,23387,-0.333,-1.19,9.7,10.8,9.8,10.4,,1.1609,1.6956
2003/11,109.34,109.18,109.5,109.2,107.87,111.02,8170,23220,-0.324,-1.17,8.2,9.2,9,9.3,,1.1995,1.7219
2003/12,106.97,107.87,107.1,107.9,106.93,110.04,6396,26456,-0.305,-1.12,8.6,8.5,9.1,9.1,,1.2597,1.7842
2004/01,105.88,106.39,105.97,106.48,105.53,108.3,9598,30501,-0.306,-1.11,9.8,9.1,9.6,9.1,,1.2452,1.8215
2004/02,109.08,106.54,109,106.55,105.3,109.7,9376,27973,-0.313,-1.11,8.5,8.7,8.4,8.7,,1.2441,1.8575
2004/03,103.95,108.57,104.3,108.62,103.75,112.3,10310,24950,-0.293,-1.11,13.1,9.9,11.4,9.3,,1.2292,1.84
2004/04,110.44,107.31,110.2,107.25,103.68,110.57,8537,27076,-0.343,-1.19,10.7,10.6,10.1,10,,1.1975,1.7744
2004/05,109.56,112.27,109.5,112.35,108.64,114.8,10572,24621,-0.378,-1.35,12.6,11.6,11.4,10.6,,1.2217,1.833
2004/06,108.69,109.45,108.38,109.47,107.05,111.37,9152,31175,-0.456,-1.6,10.7,11.4,10.3,10.8,,1.2179,1.8126
2004/07,111.67,109.34,112.08,109.36,107.56,112.23,8632,23491,-0.485,-1.67,9.5,9.7,9.3,9.5,,1.2032,1.8183
2004/08,109.86,110.41,109.65,110.35,108.95,112.1,6939,24545,-0.495,-1.78,9.2,9,9.3,9.2,,1.2183,1.8031
2004/09,110.92,110.05,111,110.01,108.96,111.73,7269,26174,-0.564,-1.99,8.6,8.6,8.5,8.8,,1.2417,1.809
2004/10,105.87,108.9,106.13,108.92,105.8,111.44,8660,25872,-0.578,-2.13,9.8,8.7,9.5,8.6,,1.2746,1.8345
2004/11,103.17,104.86,103.18,104.9,102.15,107.13,8214,23482,-0.609,-2.36,9.7,9.3,9.7,9.3,,1.3259,1.9073
2004/12,103.78,103.82,104.12,103.84,101.83,105.74,7573,26849,-0.655,-2.52,10,9.7,9.8,9.7,,1.3538,1.916
2005/01,103.58,103.27,103.6,103.21,101.87,105.06,8541,24860,-0.688,-2.68,10,10.3,9.6,9.8,,1.3049,1.885
2005/02,104.58,104.84,104.73,104.88,103.5,105.87,8423,26021,-0.765,-2.86,9,9.2,9,9.1,,1.3274,1.9249
2005/03,106.97,105.3,107.35,105.31,103.7,107.7,8452,29289,-0.833,-3.04,8.9,8.9,8.9,8.9,,1.2969,1.8888
2005/04,105.87,107.35,105.89,107.36,105.5,108.9,8693,26229,-0.874,-3.16,8,8.2,8.5,8.5,,1.2919,1.9122
2005/05,108.17,106.94,108.08,106.91,104.47,108.4,7978,24813,-0.905,-3.27,8,8.2,8.1,8.4,,1.2349,1.8231
2005/06,110.37,108.62,110.4,108.63,106.53,110.57,8492,27653,-0.981,-3.48,7.7,7.7,7.9,8,,1.2098,1.793
2005/07,112.18,111.94,112.22,111.93,110.33,113.19,9528,23853,-1.043,-3.64,8.1,7.9,8.1,8,,1.2129,1.7593
2005/08,111.42,110.65,111.3,110.72,109.05,112.77,9880,22815,-1.071,-3.8,8.3,8.2,8.2,8.2,,1.233,1.8012
2005/09,113.28,111.03,113.15,111.06,109.08,113.41,9900,26486,-1.153,-3.98,8.1,8.2,8.1,8.2,,1.2058,1.7696
2005/10,115.67,114.84,115.7,114.82,113.27,116.24,9986,26059,-1.238,-4.18,7.9,8.1,8,8.1,,1.1995,1.7689
2005/11,119.46,118.45,119.63,118.41,116.38,119.88,8363,26243,-1.297,-4.34,7.8,7.8,7.9,8,,1.179,1.7321
2005/12,117.48,118.6,117.97,118.64,115.52,121.4,9655,30386,-1.306,-4.45,8.6,8.3,8.4,8.3,,1.1842,1.7188
2006/01,117.18,115.33,117.71,115.45,113.79,117.79,9436,28588,-1.329,-4.57,8.8,9,8.7,8.8,,1.2158,1.782
2006/02,116.35,117.81,116.25,117.89,115.7,119.18,9775,26351,-1.392,-4.68,9.3,9,9,8.8,,1.1925,1.7539
2006/03,117.47,117.31,117.4,117.31,115.45,119.08,9994,28415,-1.448,-4.82,9,9,8.9,8.9,,1.2139,1.7393
2006/04,114.32,117.13,114.3,117.11,114.09,118.8,10869,26828,-1.447,-4.96,9.2,8.7,9.2,8.8,,1.2624,1.822
2006/05,111.85,111.53,112.24,111.51,109.02,114.03,13327,33988,-1.442,-4.88,10.4,10.6,10,10.1,,1.2833,1.8732
2006/06,114.66,114.57,114.95,114.53,111.43,116.63,9788,35291,-1.485,-5.06,9,9,8.8,9,,1.2779,1.8491
2006/07,114.47,115.59,114.8,115.67,113.48,117.57,10130,29692,-1.462,-5,8.9,8.6,8.8,8.6,,1.2764,1.8685
2006/08,117.23,115.86,117.32,115.88,114.17,117.48,8569,27813,-1.466,-4.94,7.9,8.2,8.2,8.4,,1.2793,1.9024
2006/09,118.05,117.02,117.8,117.01,115.57,118.12,10391,28968,-1.483,-4.86,6.7,7.7,7,7.9,,1.2687,1.8716
2006/10,117.74,118.59,117.65,118.66,117.2,119.8,9220,27830,-1.462,-4.87,6.9,7,7.1,7.2,,1.2773,1.9084
2006/11,116.12,117.33,116.4,117.35,115.4,118.47,10364,29251,-1.402,-4.77,7.2,6.8,7.3,7,,1.3261,1.9693
2006/12,118.92,117.26,118.95,117.3,114.53,119.22,8786,33289,-1.402,-4.71,6.3,6.9,6.5,7,,1.3197,1.9586
2007/01,121.34,120.59,121.68,120.58,118.15,122.2,11537,30553,-1.438,-4.79,7.5,6.8,7.3,6.8,,1.2998,1.9611
2007/02,118.59,120.49,118.48,120.45,117.93,121.96,12542,29813,-1.409,-4.55,8.6,7.4,7.8,7.2,,1.323,1.9613
2007/03,118.05,117.29,117.65,117.28,115.19,118.87,15355,34773,-1.372,-4.61,9.1,8.9,8.2,8,,1.3374,1.9685
2007/04,119.41,118.81,119.6,118.83,117.46,119.82,11047,40761,-1.403,-4.59,7.1,7.9,7.1,7.5,,1.366,2
2007/05,121.63,120.77,121.62,120.73,119.36,121.83,9413,32966,-1.424,-4.58,6.3,6.5,6.5,6.6,,1.3453,1.9797
2007/06,123.48,122.64,123.23,122.62,120.77,124.14,11756,34342,-1.432,-4.54,6.8,6.4,6.8,6.5,,1.352,2.0063
2007/07,118.99,121.56,118.95,121.59,118.04,123.67,13554,32130,-1.37,-4.5,9.2,7.5,8.4,7.3,,1.3711,2.0364
2007/08,116.24,116.74,116.2,116.72,111.6,119.77,16837,39457,-1.413,-4.8,13,12.3,11,10.5,,1.3641,2.0165
2007/09,115.27,115.01,115.05,115.01,112.6,116.47,12738,42535,-1.26,-4.18,9.1,11.6,8.5,10.1,,1.4219,2.0389
2007/10,114.78,115.77,114.75,115.74,113.25,117.83,11471,41776,-1.196,-3.99,9.4,9.3,8.5,8.4,,1.4468,2.0777
2007/11,110.29,111.24,110.3,111.21,107.29,115.57,16084,34549,-1.171,-4.19,12.3,12.7,10.7,10.8,,1.4688,2.0567
2007/12,113.12,112.28,114,112.34,109.72,114.39,9520,38747,-1.108,-3.88,10.3,10.5,9.6,9.9,,1.4603,1.9843
2008/01,106.63,107.6,106.36,107.66,105.62,110.1,16312,45714,-0.634,-2.3,13.5,13.6,11.8,12.1,,1.4841,1.9895
2008/02,104.34,107.18,104.73,107.16,104.27,108.37,11682,44031,-0.551,-2.05,13,11.5,11.8,10.7,,1.5187,1.9864
2008/03,99.37,100.83,100.1,100.79,95.77,104.01,16999,53647,-0.482,-1.91,16.8,16.1,14.7,14.2,,1.5805,1.9855
2008/04,104.05,102.41,104.08,102.49,99.59,104.82,12144,46675,-0.563,-2.07,12.4,14,11.8,12.9,,,
2008/05,105.46,104.11,105.66,104.14,102.58,105.73,10730,46147,-0.53,-1.96,10.9,11.7,10.7,11.2,,,
2008/06,105.33,106.86,106.4,106.9,103.96,108.59,11434,47373,-0.527,-1.95,11.9,11.2,11.4,10.9,,,
2008/07,108.13,106.76,107.99,106.81,103.91,108.23,11767,43724,-0.562,-2.04,9.9,11.1,10.2,11,,,
2008/08,108.8,109.24,109.1,109.28,107.32,110.48,11348,46467,-0.562,-2.03,10.3,10.1,10.2,10.1,,,
2008/09,104.76,106.71,104.3,106.75,103.5,109.09,15028,49369,-1.2,-4.35,19.4,14.6,16,12.7,,,
2008/10,97.01,100.2,98.3,100.33,91.88,106.54,15268,51416,-0.508,-2.03,30.2,24.2,22.1,18.9,,,
2008/11,95.31,96.89,95.25,96.81,93.65,99.93,10394,36366,-0.428,-1.79,20.5,24.6,18.3,20.3,,,
2008/12,90.28,91.21,90.75,91.28,87.19,95.57,9182,35350,-0.17,-0.75,17.9,20.5,17.5,19.2,,,
2009/01,89.51,90.35,89.6,90.41,88.27,94.15,9957,38261,-0.172,-0.74,21.4,20.2,20,18.9,,,
2009/02,97.87,92.53,97.55,92.5,88.83,98.61,10360,41120,-0.201,-0.8,17.8,18.5,16.7,17.8,,,
2009/03,98.31,97.83,98.1,97.87,95.27,99.69,10084,45952,-0.151,-0.6,18.5,18.4,16.7,17,,,
2009/04,97.67,98.92,97.6,99,95.63,101.24,10114,43244,-0.146,-0.58,14.5,15.8,14.2,15.1,,,
2009/05,96.45,96.43,96.5,96.3,93.86,99.49,9518,41964,-0.101,-0.4,14.4,14.3,14.4,14.1,,,
2009/06,95.56,96.58,95.95,96.52,94.65,98.86,8910,36586,-0.103,-0.42,13.7,14.9,13.8,14.9,,,
2009/07,95.61,94.49,95.33,94.5,92.04,97,8098,37010,-0.08,-0.32,13.3,14.1,13.9,14.2,,,
2009/08,92.78,94.9,92.7,94.84,92.54,97.72,8262,32825,-0.051,-0.21,14,14,14.3,14.2,,,
2009/09,89.76,91.4,89.77,91.49,88.23,93.38,8806,36110,-0.06,-0.25,14,13.6,14,14,,,
2009/10,91.11,90.28,91.38,90.29,88.08,92.33,7885,33441,-0.05,-0.21,13.2,13.7,13.8,13.9,,,
2009/11,86.15,89.11,86.75,89.19,84.82,90.86,7635,31813,-0.042,-0.19,14.3,12.4,14.5,13.2,,,
2009/12,92.13,89.52,92.06,89.55,86.17,92.26,7704,40108,-0.043,-0.18,14,13.3,14.8,14.3,,,
2010/01,90.19,91.26,89.85,91.16,89.14,93.77,9409,37145,-0.037,-0.15,13,12.8,13.4,13.3,,,
2010/02,89.34,90.28,89.25,90.28,88.9,92.1,7411,33333,-0.043,-0.18,11.6,12.1,12.4,12.7,,,
2010/03,93.27,90.56,93.25,90.52,88.14,93.6,9022,41436,,,,,,,,,
2010/04,94.18,93.43,94.06,93.38,91.6,94.7,8863,44344,,,,,,,,,
2010/05,91.49,91.79,91.38,91.74,89.22,93.99,11505,46719,,,,,,,,,
2010/06,88.66,90.89,88.6,90.92,88.39,92.87,8277,41990,,,,,,,,,
2010/07,86.37,87.67,86.5,87.72,86.17,89.15,8628,37294,,,,,,,,,
2010/08,84.24,85.44,84.25,85.47,84.06,86.83,9061,40330,,,,,,,,,
2010/09,83.32,84.31,83.4,84.38,82.87,85.94,11979,47295,,,,,,,,,
2010/10,80.68,81.8,80.58,81.87,80.45,83.99,8984,41844,,,,,,,,,
2010/11,84.03,82.43,84.15,82.48,80.24,84.3,8634,43727,,,,,,,,,
2010/12,81.51,83.38,81.45,83.41,81.28,84.38,7279,41471,,,,,,,,,
2011/01,82.04,82.63,82.05,82.63,81.61,83.56,8007,45967,,,,,,,,,
2011/02,81.68,82.52,81.7,82.53,81.35,83.83,8333,43080,,,,,,,,,
2011/03,82.84,81.82,83.13,81.79,77.15,83.3,11162,40261,,,,,,,,,
2011/04,81.6,83.34,82.06,83.35,81.27,85.53,10372,38176,,,,,,,,,
2011/05,81.6,81.23,80.85,81.23,80.15,82.17,8307,40603,,,,,,,,,
2011/06,80.42,80.49,80.72,80.51,79.75,81.5,7934,42780,,,,,,,,,
2011/07,77.59,79.44,77.55,79.47,77.45,81.37,8686,46960,,,,,,,,,
2011/08,76.58,77.09,76.59,77.22,76.3,79.94,13188,50136,,,,,,,,,
2011/09,76.7,76.78,76.63,76.84,76.11,77.72,8937,52669,,,,,,,,,
2011/10,78.81,76.72,79.2,76.77,75.52,79.55,14279,54497,,,,,,,,,
2011/11,78.01,77.5,78.05,77.54,76.68,79.1,8852,56581,,,,,,,,,
2011/12,77.57,77.81,77.72,77.85,77.48,78.18,5863,47820,,,,,,,,,
2012/01,76.3,76.94,76.36,76.97,76.18,77.98,7418,49166,,,,,,,,,
2012/02,80.49,78.47,80.65,78.45,76.11,81.66,10010,47407,,,,,,,,,
2012/03,82.17,82.37,82.15,82.43,80.59,84.19,11735,46667,,,,,,,,,
2012/04,80.74,81.42,81.15,81.49,80.34,83.31,9299,41939,,,,,,,,,
2012/05,78.81,79.7,78.8,79.7,78.71,80.61,7081,43783,,,,,,,,,
2012/06,79.61,79.27,79.3,79.32,78,80.63,8570,45911,,,,,,,,,
2012/07,78.28,78.96,78.15,79.02,77.95,80.1,6683,45722,,,,,,,,,
2012/08,78.46,78.68,78.45,78.66,77.9,79.66,6498,41892,,,,,,,,,
2012/09,77.58,78.17,77.57,78.17,77.44,79.23,7264,46903,,,,,,,,,
2012/10,79.73,78.97,79.64,78.97,77.79,80.38,8178,48153,,,,,,,,,
2012/11,82.63,80.92,82.45,80.87,79.22,82.65,10408,55785,,,,,,,,,
2012/12,86.32,83.6,86.55,83.64,81.79,86.63,10499,51617,,,,,,,,,
2013/01,90.92,89.15,91.07,89.18,86.83,91.26,16505,61201,,,,,,,,,
2013/02,92.36,93.07,92.48,93.21,91.4,94.57,14990,48354,,,,,,,,,
2013/03,94.04,94.73,94.05,94.75,92.44,96.71,11123,48580,,,,,,,,,
2013/04,97.83,97.74,97.91,97.71,92.57,99.89,16402,41103,,,,,,,,,
2013/05,100.63,101.01,101.03,101.08,97.05,103.57,14148,38943,,,,,,,,,
2013/06,98.83,97.52,98.87,97.43,93.75,100.73,15832,45479,,,,,,,,,
2013/07,97.85,99.66,98.06,99.71,97.64,101.54,10857,42464,,,,,,,,,
2013/08,98.06,97.83,98.33,97.87,95.92,99.76,10588,40667,,,,,,,,,
2013/09,97.89,99.3,97.75,99.24,97.66,100.62,11222,50384,,,,,,,,,
2013/10,98.34,97.73,98.48,97.85,96.59,99.01,9154,46498,,,,,,,,,
2013/11,102.24,100.04,102.4,100.03,97.8,102.61,9016,44847,,,,,,,,,
2013/12,105.37,103.42,105.3,103.46,101.63,105.41,9306,43459,,,,,,,,,
2014/01,102.49,103.94,102.82,103.94,101.77,105.13,9937,45599,,,,,,,,,
2014/02,101.66,102.02,101.8,102.13,100.76,102.74,8983,45974,,,,,,,,,
2014/03,102.98,102.3,102.85,102.27,101.26,103.43,8688,46511,,,,,,,,,
2014/04,102.51,102.54,102.58,102.56,101.32,104.07,7193,50075,,,,,,,,,
2014/05,101.64,101.78,101.64,101.79,100.81,102.5,7003,51417,,,,,,,,,
2014/06,101.39,102.05,101.3,102.05,101.24,102.8,6619,48238,,,,,,,,,
2014/07,102.87,101.73,102.78,101.72,101.09,102.89,6007,47632,,,,,,,,,
2014/08,103.83,102.95,103.71,102.96,101.51,104.27,8507,49334,,,,,,,,,
2014/09,109.42,107.16,109.37,107.09,104.1,109.74,10991,51063,,,,,,,,,
2014/10,111.23,108.03,110.57,108.06,105.76,111.52,12319,41492,,,,,,,,,
2014/11,118.22,116.24,118.21,116.22,113.28,118.98,15171,43894,,,,,,,,,
2014/12,119.8,119.29,120.64,119.4,116.33,121.86,10276,45893,,,,,,,,,
2015/01,117.9,118.25,118.22,118.24,115.85,120.68,10055,44295,,,,,,,,,
2015/02,119.29,118.59,119.26,118.57,116.87,120.46,8450,41953,,,,,,,,,
2015/03,120.21,120.37,120.11,120.39,118.54,122.03,8257,44570,,,,,,,,,
2015/04,118.91,119.57,118.51,119.55,118.5,120.65,6719,48449,,,,,,,,,
2015/05,123.75,120.82,123.75,120.74,118.89,124.3,8616,49079,,,,,,,,,
2015/06,122.25,123.7,122.45,123.75,122.05,125.66,8676,47897,,,,,,,,,
2015/07,124.22,123.31,123.97,123.23,120.47,124.48,6932,47412,,,,,,,,,
2015/08,121.19,123.17,121.2,123.23,118.25,125.28,8690,50462,,,,,,,,,
2015/09,120.03,120.13,119.95,120.22,118.81,121.38,10207,57125,,,,,,,,,
2015/10,120.74,119.99,120.87,120.06,118.1,121.5,7916,57156,,,,,,,,,
2015/11,122.83,122.58,122.8,122.54,120.27,123.64,6897,46169,,,,,,,,,
2015/12,120.42,121.78,120.5,121.84,120.05,123.59,6699,46615,,,,,,,,,
2016/01,120.63,118.18,121,118.25,116.4,121.49,11400,56141,,,,,,,,,
2016/02,112.99,115.01,113.4,115.02,111.6,121.49,10804,59327,,,,,,,,,
2016/03,112.43,113.05,112.63,113.07,110.84,114.37,8412,55153,,,,,,,,,
2016/04,108.4,109.72,111.74,109.88,107.63,112.57,9300,65468,,,,,,,,,
2016/05,111.14,109.24,111.09,109.15,106.14,111.44,8299,53604,,,,,,,,,
2016/06,102.7,105.44,102.9,105.49,99,110.83,9371,55170,,,,,,,,,
2016/07,103.63,103.97,104,103.9,100.25,107.49,9690,49815,,,,,,,,,
2016/08,103.28,101.28,102.96,101.27,99.65,103.33,7491,56620,,,,,,,,,
2016/09,100.9,101.99,101.08,102.04,100.09,104.14,8287,56712,,,,,,,,,
2016/10,104.92,103.81,104.8,103.82,101.21,105.42,7919,56126,,,,,,,,,
2016/11,112.73,108.33,112.39,108.18,101.19,113.9,11889,49793,,,,,,,,,
2016/12,117.11,116.01,116.8,115.95,112.87,118.39,8716,49998,,,,,,,,,
2017/01,113.53,114.69,113.6,114.73,112.53,118.18,10849,51234,,,,,,,,,
2017/02,112.31,113.13,112.55,113.06,111.59,114.59,8061,52387,,,,,,,,,
2017/03,111.8,113.02,112.05,113.01,110.12,115.46,9862,48749,,,,,,,,,
2017/04,111.29,110.08,111.25,110.06,108.13,111.59,7087,55538,,,,,,,,,
2017/05,110.96,112.24,110.95,112.21,110.72,114.37,8151,51113,,,,,,,,,
2017/06,112.06,110.89,111.94,110.91,109.22,112.58,8126,51551,,,,,,,,,
2017/07,110.63,112.5,110.55,112.44,110.3,114.47,8542,52743,,,,,,,,,
2017/08,110.49,109.9,110.5,109.91,108.33,110.93,8145,52375,,,,,,,,,
2017/09,112.46,110.67,112.66,110.68,107.59,113.21,8962,50994,,,,,,,,,
2017/10,113.09,112.94,113.15,112.96,111.66,114.31,7303,50935,,,,,,,,,
2017/11,112.29,112.89,112,112.92,110.94,114.74,7897,54886,,,,,,,,,
2017/12,112.65,112.96,112.9,112.97,111.99,113.69,7024,45122,,,,,,,,,
2018/01,108.7,110.74,108.84,110.77,108.51,113.18,9705,59349,,,,,,,,,
2018/02,107.08,107.9,107.32,107.82,105.55,110.29,10505,64556,,,,,,,,,
2018/03,106.19,106.01,106.19,106,104.64,106.99,10451,55463,,,,,,,,,
2018/04,109.4,107.49,109.31,107.43,105.7,109.49,7177,58680,,,,,,,,,
2018/05,108.77,109.74,108.66,109.69,108.36,111.39,7061,58172,,,,,,,,,
2018/06,110.64,110.02,110.45,110.03,108.73,110.9,6913,54893,,,,,,,,,
2018/07,111.4,111.41,110.97,111.37,110.27,113.14,6383,51818,,,,,,,,,
2018/08,110.81,111.06,111,111.06,109.78,112.15,6317,53291,,,,,,,,,
2018/09,113.44,111.91,113.47,111.89,110.39,113.67,5727,57324,,,,,,,,,
2018/10,113.2,112.81,113.24,112.78,111.69,114.55,6473,60733,,,,,,,,,
2018/11,113.47,113.36,113.43,113.37,112.4,114.21,6061,53238,,,,,,,,,
2018/12,110.4,112.38,110.83,112.45,110,113.82,7614,49065,,,,,,,,,
2019/01,108.73,108.97,108.92,108.95,107.52,109.87,6774,63391,,,,,,,,,
2019/02,110.76,110.36,110.89,110.36,108.73,111.13,6035,54286,,,,,,,,,
2019/03,110.75,111.22,110.92,111.21,109.7,112.01,7248,49282,,,,,,,,,
2019/04,111.68,111.63,111.7,111.66,110.88,112.24,6692,55473,,,,,,,,,
2019/05,108.78,109.76,109.33,109.83,108.75,110.85,7043,50336,,,,,,,,,
2019/06,107.64,108.07,107.68,108.06,106.78,108.7,7536,50752,,,,,,,,,
2019/07,108.56,108.23,108.56,108.22,107.22,108.99,5323,60689,,,,,,,,,
2019/08,106.52,106.34,106.43,106.27,104.46,109.32,7325,56530,,,,,,,,,
2019/09,107.86,107.4,107.95,107.41,105.83,108.47,6279,50970,,,,,,,,,
2019/10,108.61,108.12,108.83,108.12,106.69,109.07,5104,54635,,,,,,,,,
2019/11,109.5,108.88,109.47,108.86,107.89,109.6,5599,44365,,,,,,,,,
2019/12,109.15,109.18,109.12,109.18,108.43,109.73,4665,50742,,,,,,,,,
2020/01,109.04,109.38,109.03,109.34,107.65,110.3,5713,55858,,,,,,,,,
2020/02,108.84,109.96,109.4,109.96,108.32,112.18,6672,52714,,,,,,,,,
